  1.0000000e+001  2.7500000e+002  4.3000000e+001
  1.5000000e+001  3.1000000e+002  3.0000000e+001
  2.0000000e+001  3.4000000e+002  2.3000000e+001
  2.5000000e+001  3.6000000e+002  1.7000000e+001
  3.0000000e+001  3.7500000e+002  1.2000000e+001
  4.0000000e+001  3.9000000e+002  7.0000000e+000
  5.0000000e+001  4.0000000e+002  4.0000000e+000
  6.0000000e+001  4.0700000e+002  3.0000000e+000
  6.8000000e+001  4.1000000e+002  2.0000000e+000
